2409:8720:2005:0010:0000:0000:0000:0000	无锡市人民政府办公室(无锡市政府研究室)
2409:8720:1F00:0034:* 惠山区洛社镇亚蒙小吃店
2409:8720:1F00:0035:* 惠山区洛社镇蛮幽默馒头店
2409:8720:1F00:0036:* 惠山区洛社八猪串串店
2409:8720:1F00:0037:* 无锡市洛社镇花园饭店
2409:8720:1F00:0038:* 惠山区洛社镇一安小吃店
2409:8720:1F00:0039:* 惠山区洛社镇吉香源卤菜店
2409:8720:1F00:003A:* 惠山区洛社镇徐元勤食品店
2409:8720:1F00:003B:* 惠山区洛社镇江丰面馆
2409:8720:1F00:003C:* 惠山区洛社镇刘才小吃店
2409:8720:1F00:003D:* 惠山区洛社镇同曦火锅店
2409:8720:1F00:003E:* 无锡楷霖新材料科技有限公司
2409:8720:1F00:003F:* 惠山区洛社镇盛悦餐饮店
2409:8720:1F00:0040:* 惠山区洛社镇鼎纪功夫小笼包店
2409:8720:1F00:0041:* 惠山区洛社镇于劲林餐饮店
2409:8720:1F00:0042:* 惠山区洛社镇酒而久之酒馆
2409:8720:1F00:0043:* 惠山区洛社镇云慈小吃店
2409:8720:1F00:0044:* 惠山区洛社镇纪斌小吃店
2409:8720:1F00:0045:* 惠山区前洲平常心烧烤店
2409:8720:1F00:0046:* 惠山区洛社镇马二沙餐饮店
2409:8720:1F00:0047:* 江苏利锡拉链股份有限公司
2409:8720:1F00:0048:* 惠山区洛社镇孙杨慧小吃店
2409:8720:1F00:0049:* 惠山区前洲柴火宴饭馆
2409:8720:1F00:004A:* 惠山区飞越台球馆
2409:8720:1F00:004B:* 江苏精享裕建工有限公司（无锡市洛社第二中心小学新建工程）
2409:8720:1F00:004C:* 惠山区洛社镇王韬博餐饮店
2409:8720:1F00:004D:* 惠山区洛社镇超爷叔面馆
2409:8720:1F00:004E:* 惠山区洛社镇迷迷花甲店
2409:8720:1F00:004F:* 惠山区洛社镇半杯有约奶茶店
2409:8720:1F00:0050:* 浙江宝业建设集团有限公司（XDG-2020-26号地块建设项目二期）
2409:8720:1F00:0051:* 惠山区洛社镇觅诚奶茶店
2409:8720:1F00:0052:* 常州市豪健压铸件有限公司
2409:8720:1F00:0053:* 惠山区洛社镇老倪餐饮店
2409:8720:1F00:0054:* 惠山区李斌波小餐饮店
2409:8720:1F00:0055:* 惠山区三娃烧烤店
2409:8720:1F00:0056:* 惠山区陈老头烧烤店
2409:8720:1F00:0057:* 惠山区洛社镇川二嫂饭店
2409:8720:1F00:0058:* 惠山区洛社镇李副刚小吃店
2409:8720:1F00:0059:* 惠山区甜不辣餐饮店
2409:8720:1F00:005A:* 惠山区张易明餐饮店
2409:8720:1F00:005B:* 无锡春兴水餐饮有限公司
2409:8720:1F00:005C:* 惠山区东之璟咖啡店
2409:8720:1F00:005D:* 惠山区王涵熙煎饼店
2409:8720:1F00:005E:* 惠山区洛社镇董小静烤鸭店
2409:8720:1F00:005F:* 惠山区洛社镇奇青卤菜店
2409:8720:1F00:0060:* 无锡荣成环保科技有限公司
2409:8720:1F00:0061:* 惠山区鲜牛坊餐饮店
2409:8720:1F00:0062:* 惠山区洛社镇杨士用面馆
2409:8720:1F00:0063:* 惠山区洛社镇鲍丽琴羊肉汤店
2409:8720:1F00:0064:* 惠山区宫飞早餐店
2409:8720:1F00:0065:* 惠山区夏杨玖面馆
2409:8720:1F00:0066:* 惠山区洛社镇叶树林馒头店
2409:8720:1F00:0067:* 惠山区董爱勇面馆
2409:8720:1F00:0068:* 无锡裕力机械有限公司
2409:8720:1F00:0069:* 惠山区帅弟面馆
2409:8720:1F00:006A:* 无锡东方文旅投资有限公司
2409:8720:1F00:006B:* 惠山区洛社镇圆珠子小吃店
2409:8720:1F00:006C:* 惠山区云食格快餐店
2409:8720:1F00:006D:* 惠山区亚平梓旭餐饮店
2409:8720:1F00:006E:* 无锡市陆区建筑安装有限公司
2409:8720:1F00:006F:* 无锡捌贰壹餐饮服务有限公司
2409:8720:1F00:0070:* 惠山区阿西里西羊肉米线店
2409:8720:1F00:0071:* 惠山区靓晨小吃店
2409:8720:1F00:0072:* 江苏翠竹置业集团有限公司
2409:8720:1F00:0073:* 惠山区卞明华哲小餐饮店
2409:8720:1F00:0074:* 无锡华捷仓储有限公司
2409:8720:1F00:0075:* 无锡市亿佳尔通用机械厂
2409:8720:1F00:0076:* 无锡市创能机械制造有限公司
2409:8720:1F00:0077:* 惠山区洛社镇韦群英小吃店
2409:8720:1F00:0078:* 惠山区洛社镇周水妹小吃店
2409:8720:1F00:0079:* 惠山区洛社镇赵雪红煎饼店
2409:8720:1F00:007A:* 无锡烨隆精密机械股份有限公司
2409:8720:1F00:007B:* 无锡锡洲封头制造有限公司
2409:8720:1F00:007C:* 无锡惠山工程实业有限公司
2409:8720:1F00:007D:* 惠山区禾膳人家餐饮店
2409:8720:1F00:007E:* 无锡市汉马空调与通风设备有限公司
2409:8720:1F00:007F:* 惠山区胡志波餐饮店
2409:8720:1F00:0080:* 惠山区洛社镇沐佳鑫奶茶店
2409:8720:1F00:0081:* 惠山区洛社镇林华冰淇淋店
2409:8720:1F00:0082:* 惠山区洛社镇中中中小吃店
2409:8720:1F00:0083:* 惠山区洛社镇胡杰小吃店
2409:8720:1F00:0084:* 惠山区川都小吃店
2409:8720:1F00:0085:* 惠山区土凰尚椒麻鸡店
2409:8720:1F00:0086:* 惠山区阮蔓蔓饭团店
2409:8720:1F00:0087:* 无锡惠山区小福心托育园有限公司
2409:8720:1F00:0088:* 江苏天亿建设工程有限公司
2409:8720:1F00:0089:* 无锡宇天传奇供应链管理有限公司
2409:8720:1F00:008A:* 无锡市阳山中心小学
2409:8720:1F00:008B:* 无锡力马化工机械有限公司
2409:8720:1F00:008C:* 无锡振达印染有限公司
2409:8720:1F00:008D:* 惠山区程杨鑫餐饮店
2409:8720:1F00:008E:* 惠山区张文添小餐饮店
2409:8720:1F00:008F:* 惠山区杆森小吃店
2409:8720:1F00:0090:* 惠山区洛社镇八月雨小吃店
2409:8720:1F00:0091:* 惠山区麦尔荪烧烤店
2409:8720:1F00:0092:* 无锡华东电站自动化仪表有限公司
2409:8720:1F00:0093:* 惠山区洛社镇周凤珍小吃店
2409:8720:1F00:0094:* 惠山区李利张芹羊肉汤店
2409:8720:1F00:0095:* 江苏文汇钢业工程有限公司
2409:8720:1F00:0096:* 中信银行股份有限公司无锡分行
2409:8720:1F00:0097:* 惠山区洛社镇恒燕小吃店
2409:8720:1F00:0098:* 惠山区皓志特色小吃店（个体工商户）
2409:8720:1F00:0099:* 惠山区洛社镇黄鑫小吃店
2409:8720:1F00:009A:* 惠山区洛社镇捌佰福里餐饮店
2409:8720:1F00:009B:* 惠山区仁山小吃店（个体工商户）
2409:8720:1F00:009C:* 无锡鼎一重工制造有限公司
2409:8720:1F00:009D:* 无锡鼎一重工制造有限公司
2409:8720:1F00:009E:* 惠山区旭容鸡汤手擀面店（个体工商户）
2409:8720:1F00:009F:* 惠山区洛社镇郭青凤小吃店
2409:8720:1F00:00A0:* 无锡市昌盛电力建设有限公司
2409:8720:1F00:00A1:* 惠山区前洲蜀牛记火锅店
2409:8720:1F00:00A2:* 惠山区洛社镇杨召艳烧烤店
2409:8720:1F00:00A3:* 惠山区洛社镇食佳拾小吃店
2409:8720:1F00:00A4:* 惠山区洛社镇银泰烧烤店
2409:8720:1F00:00A5:* 惠山区洛社镇阿翔烤鸭店
2409:8720:1F00:00A6:* 惠山区洛社镇竹香面馆
2409:8720:1F00:00A7:* 惠山区洛社镇张丹饭店
2409:8720:1F00:00A8:* 惠山区洛社镇丰丰小吃店
2409:8720:1F00:00A9:* 惠山区前洲王如桥奶茶店
2409:8720:1F00:00AA:* 无锡华光汽车部件科技股份有限公司
2409:8720:1F00:00AB:* 惠山区洛社镇郁小宁寿司店
2409:8720:1F00:00AC:* 惠山区洛社镇秀干麻辣烫店
2409:8720:1F00:00AD:* 惠山区洛社镇希崽子小吃店
2409:8720:1F00:00AE:* 惠山区洛社镇谢二哥烤鱼店
2409:8720:1F00:00AF:* 惠山区洛社镇乐捷小吃店
2409:8720:1F00:00B0:* 惠山区豆禾小吃店
2409:8720:1F00:00B1:* 无锡瑞吉德机械有限公司
2409:8720:1F00:00B2:* 江苏三川宏新能源科技有限公司
2409:8720:1F00:00B3:* 惠山区金含烧饼店（个体工商户）
2409:8720:1F00:00B4:* 惠山区郑福佳快餐店（个体工商户）
2409:8720:1F00:00B5:* 惠山区百谷面包店（个体工商户）
2409:8720:1F00:00B6:* 无锡上善若水酒店管理有限公司
2409:8720:1F00:00B7:* 无锡上善若水酒店管理有限公司
2409:8720:1F00:00B8:* 惠山区阳山镇川雄餐饮店
2409:8720:1F00:00B9:* 惠山区阳山镇非野空间茶馆
2409:8720:1F00:00BA:* 惠山区崔认牛肉汤店(个体工商户）
2409:8720:1F00:00BB:* 惠山区洛社镇彭喜芳蛋糕店
2409:8720:1F00:00BC:* 惠山区葛刚强早餐店（个体工商户）
2409:8720:1F00:00BD:* 惠山区阿布来海提烧烤店（个体工商户）
2409:8720:1F00:00BE:* 惠山区胡氏炸鸡店（个体工商户）
2409:8720:1F00:00BF:* 惠山区高汝霞养生粥店（个体工商户）
2409:8720:1F00:00C0:* 惠山区羊百福羊肉馆
2409:8720:1F00:00C1:* 惠山区福韵棋缘茶室（个体工商户）
2409:8720:1F00:00C2:* 惠山区佳香美面条馄饨小吃店（个体工商户）
2409:8720:1F00:00C3:* 惠山区姜家村桃酥大王食品店（个体工商户）
2409:8720:1F00:00C4:* 惠山区鸭哩哩鸭脖店（个体工商户）
2409:8720:1F00:00C5:* 惠山区莱米餐饮店（个体工商户）
2409:8720:1F00:00C6:* 无锡曼巴网吧有限公司
2409:8720:1F00:00C7:* 惠山区严友栋烤鸭面馆（个体工商户）
2409:8720:1F00:00C8:* 惠山区洛社镇岳尚酸菜鱼店
2409:8720:1F00:00C9:* 惠山区马骁烙锅店（个体工商户）
2409:8720:1F00:00CA:* 惠山区花小小炒粉店（个体工商户）
2409:8720:1F00:00CB:* 惠山区汪德宇菜饭骨头汤店（个体工商户）
2409:8720:1F00:00CC:* 中机检测有限公司江苏分公司
2409:8720:1F00:00CD:* 无锡市惠山区洛社镇人民政府
2409:8720:1F00:00CE:* 无锡市梁溪区龙塘康惠养护院
2409:8720:1F00:00CF:* 惠山区米棠赞饮品店（个体工商户）
2409:8720:1F00:00D0:* 无锡市惠山区民政局
2409:8720:1F00:00D1:* 无锡市星彩餐饮服务有限公司
2409:8720:1F00:00D2:* 无锡市星彩餐饮服务有限公司
2409:8720:1F00:00D3:* 惠山区洛社镇马君霞快餐店
2409:8720:1F00:00D4:* 惠山区莫晨吴餐饮店（个体工商户）
2409:8720:1F00:00D5:* 丰硕（无锡）酒店管理有限公司
2409:8720:1F00:00D6:* 惠山区李艺涵小吃店（个体工商户）
2409:8720:1F00:0100:* 凯龙高科技股份有限公司
2409:8720:1F00:0101:* 惠山区渝一手烤鱼店
2409:8720:1F00:0102:* 惠山区钱桥马志凯麻辣烫店
2409:8720:1F00:0103:* 惠山区钱桥熊哥面饭馆
2409:8720:1F00:0104:* 惠山钱桥微冉娜地锅鸡店
2409:8720:1F00:0105:* 惠山区钱桥菜园宴餐饮店
2409:8720:1F00:0106:* 惠山区钱桥菜园宴餐饮店
2409:8720:1F00:0107:* 惠山区馨意美餐饮店
2409:8720:1F00:0108:* 江苏省锡山高级中学锡西分校
2409:8720:1F00:0109:* 惠山区钱桥豫鲜面馆
2409:8720:1F00:010A:* 惠山区钱桥熊皮熊餐饮店
2409:8720:1F00:010B:* 惠山区钱桥易起国沙县小吃店
2409:8720:1F00:010C:* 惠山区钱桥一炸到底小吃店
2409:8720:1F00:010D:* 惠山区钱桥满点小吃店
2409:8720:1F00:010E:* 惠山区钱桥翁德平鹅汤店
2409:8720:1F00:010F:* 惠山区钱桥佳腾面馆
2409:8720:1F00:0110:* 惠山区钱桥柒贰零酸辣粉店
2409:8720:1F00:0111:* 惠山区钱桥娟林牛肉汤店
2409:8720:1F00:0112:* 惠山区钱桥藕遇烧烤店
2409:8720:1F00:0113:* 惠山区钱桥孙齐云旋转小火锅店
2409:8720:1F00:0114:* 无锡市金鹏环境工程有限公司
2409:8720:1F00:0115:* 惠山区钱桥经益通小吃店
2409:8720:1F00:0116:* 惠山区钱桥任楼披萨店
2409:8720:1F00:0117:* 惠山区达人面饭馆
2409:8720:1F00:0118:* 惠山区会飞的鸭鸭脖店
2409:8720:1F00:0119:* 惠山区钱桥早婉食光餐饮店
2409:8720:1F00:011A:* 惠山区钱桥老冶牛肉拉面店
2409:8720:1F00:011B:* 无锡广联达汽车销售服务有限公司
2409:8720:1F00:011C:* 惠山区卓玛小吃店（个体工商户）
2409:8720:1F00:011D:* 惠山区芸春面馆店（个体工商户）
2409:8720:1F00:011E:* 惠山区艾晓美肉酱徐州米线店（个体工商户）
2409:8720:1F00:011F:* 惠山区麦丫堂糕点店（个体工商户）
2409:8720:1F00:0200:* 江苏天亿建设工程有限公司
2409:8720:1F00:0201:* 无锡市藕塘中学
2409:8720:1F00:0202:* 柏诚系统科技股份有限公司
2409:8720:1F00:0203:* 江苏卓胜微电子股份有限公司
2409:8720:1F00:0204:* 惠山区钱桥味极美饺子馆
2409:8720:1F00:0205:* 惠山区钱桥渔小鲜自助冷锅鱼店
2409:8720:1F00:0206:* 惠山区钱桥骄阳似火骨汤麻辣烫店
2409:8720:1F00:0207:* 江苏菲尔克斯换热科技有限公司
2409:8720:1F00:0208:* 无锡市龙胜异型钢管有限公司
2409:8720:1F00:0209:* 惠山区钱桥快羊黄焖鸡米饭店
2409:8720:1F00:020A:* 惠山区钱桥你太美科隆餐饮店
2409:8720:1F00:020B:* 惠山区钱桥初味纯真披萨店
2409:8720:1F00:020C:* 惠山区钱桥植旺记美食店
2409:8720:1F00:020D:* 绍兴凯隆环保科技有限公司
2409:8720:1F00:020E:* 惠山区钱桥香艺轩过桥米线店
2409:8720:1F00:020F:* 无锡众合再生资源利用有限公司
2409:8720:1F00:0210:* 惠山区钱桥玖周私房菜馆
2409:8720:1F00:0211:* 惠山区洛社镇皓成餐饮店
2409:8720:1F00:0212:* 惠山区享吃吖炸串店
2409:8720:1F00:0216:* 无锡市洛社镇杨市鹤云楼饭店
2409:8720:1F00:0217:* 惠山区钱桥猴猴恰肠粉店
2409:8720:1F00:0218:* 惠山区钱桥悦烤一生烧烤店
2409:8720:1F00:0219:* 惠山区钱桥陶伯伯音乐餐厅
2409:8720:1F00:021A:* 惠山区刘胡盛餐饮店
2409:8720:1F00:021B:* 惠山区钱桥单志超鸭脖店
2409:8720:1F00:021C:* 惠山区钱桥豫北淮南牛肉汤店
2409:8720:1F00:021D:* 惠山区钱桥恒成莉餐饮店
2409:8720:1F00:021E:* 惠山区钱桥六张桌烤串店
2409:8720:1F00:021F:* 无锡育哲托育有限公司
2409:8720:1F00:0220:* 惠山区钱桥桥北鸭肉面馆
2409:8720:1F00:0221:* 惠山区钱桥饱运来餐饮店
2409:8720:1F00:0222:* 惠山区钱桥签公子火锅店
2409:8720:1F00:0223:* 惠山区钱桥玖别酒馆
2409:8720:1F00:0224:* 惠山区钱桥豫贵人家餐饮店
2409:8720:1F00:0225:* 无锡特点餐饮管理服务有限公司
2409:8720:1F00:0226:* 惠山区钱桥君如归小吃店
2409:8720:1F00:0227:* 惠山区钱桥碳元素烧烤店
2409:8720:1F00:0228:* 惠山区钱桥风之男餐饮店
2409:8720:1F00:0229:* 惠山区洛社镇杰伟鸡排店
2409:8720:1F00:022A:* 惠山区洛社镇忆昔奶茶店
2409:8720:1F00:022B:* 惠山区美香酥小吃店
2409:8720:1F00:022C:* 惠山区洛社镇沂缘小吃店
2409:8720:1F00:022D:* 惠山区中绪宇餐饮店
2409:8720:1F00:022E:* 惠山区渝江畔餐饮店
2409:8720:1F00:022F:* 惠山区钱桥黄文亮麻辣烫店
2409:8720:1F00:0230:* 无锡锦欣乐膳餐饮管理有限公司
2409:8720:1F00:0231:* 无锡锦欣乐膳餐饮管理有限公司
2409:8720:1F00:0232:* 无锡星帝皮件有限公司
2409:8720:1F00:0233:* 惠山区阿则丽餐饮店
2409:8720:1F00:0234:* 无锡市华达换热设备有限公司
2409:8720:1F00:0235:* 惠山区钱桥小师姐小火锅店
2409:8720:1F00:0236:* 惠山区钱桥食满轩餐饮店
2409:8720:1F00:0237:* 惠山区钱桥泰库啦麻椒鱼店
2409:8720:1F00:0238:* 惠山区洛社镇谦合烤肉店
2409:8720:1F00:0239:* 无锡市惠山区钱桥街道办事处
2409:8720:1F00:023A:* 锦汇建设集团有限公司
2409:8720:1F00:023B:* 无锡南方制动件有限公司
2409:8720:1F00:023C:* 惠山区鑫香雅聚餐饮店
2409:8720:1F00:023D:* 无锡美业机械制造有限公司
2409:8720:1F00:023E:* 惠山区钱桥叁屋接骨木餐饮店
2409:8720:1F00:023F:* 惠山区钱桥米七仙米线店
2409:8720:1F00:0240:* 惠山区钱桥惠圆裕顺汉堡店
2409:8720:1F00:0241:* 惠山区钱桥邵浩小吃店
2409:8720:1F00:0242:* 无锡市滨湖区胡埭镇人民政府
2409:8720:1F00:0243:* 无锡市滨湖区胡埭镇人民政府
2409:8720:1F00:0244:* 惠山区钱桥小飞冲天小吃店
2409:8720:1F00:0245:* 无锡锡厦光电铝材有限公司
2409:8720:1F00:0246:* 惠山区钱桥亭步小食屋
2409:8720:1F00:0247:* 惠山区钱桥于佰万米线店
2409:8720:1F00:0248:* 无锡市超力超声自动化工程有限公司
2409:8720:1F00:0249:* 惠山区钱桥游游游铁板鱿鱼店
2409:8720:1F00:024A:* 惠山区钱桥莱顺烧烤店
2409:8720:1F00:024B:* 惠山区钱桥铭展餐饮店
2409:8720:1F00:024C:* 惠山区钱桥嘴哥餐饮店
2409:8720:1F00:024D:* 惠山区钱桥牛汁烧面饭馆
2409:8720:1F00:024E:* 无锡紫色音乐酒吧有限公司
2409:8720:1F00:024F:* 无锡市滨湖区胡埭镇人民政府
2409:8720:1F00:0250:* 无锡市滨湖区胡埭镇人民政府
2409:8720:1F00:0251:* 惠山区钱桥沁轩阁餐饮店
2409:8720:1F00:0252:* 惠山区钱桥随欲而食小吃店
2409:8720:1F00:0253:* 惠山区洛社镇绝密小吃店
2409:8720:1F00:0255:* 江苏中轩建设有限公司
2409:8720:1F00:0256:* 无锡市旺盛热处理有限公司
2409:8720:1F00:0257:* 惠山区钱桥杨国福麻辣烫店
2409:8720:1F00:0258:* 无锡洲火餐饮有限公司
2409:8720:1F00:0259:* 惠山区钱桥冶亚赛拉面馆
2409:8720:1F00:025A:* 惠山区钱桥三个小头烧烤店
2409:8720:1F00:025B:* 惠山区秀之玲餐饮店
2409:8720:1F00:025C:* 无锡市中惠砼业有限公司
2409:8720:1F00:025D:* 惠山区百智小餐饮店
2409:8720:1F00:025E:* 惠山区洛社镇宴之御餐饮店
2409:8720:1F00:025F:* 惠山区洛社镇津麦隆馒头店
2409:8720:1F00:0260:* 无锡市顺晟工业制带有限公司
2409:8720:1F00:0261:* 惠山区钱桥犀鸟面馆
2409:8720:1F00:0262:* 惠山区钱桥口头馋砂锅店
2409:8720:1F00:0263:* 江苏铸鸿锻造有限公司
2409:8720:1F00:0264:* 惠山区洛社镇弄堂蒸菜馆
2409:8720:1F00:0265:* 无锡新三江塑业科技有限公司
2409:8720:1F00:0266:* 惠山区丁皓宸石锅鱼店
2409:8720:1F00:0267:* 惠山区米丁小吃店
2409:8720:1F00:0268:* 惠山区尚锦季餐饮店
2409:8720:1F00:0269:* 惠山区洛社镇阅茶君子茶馆
2409:8720:1F00:026A:* 惠山区雅笙绪北京烤鸭店
2409:8720:1F00:026B:* 惠山区钱桥张鱼记煲仔饭店
2409:8720:1F00:026C:* 惠山区钱桥依菜依佳菜馆
2409:8720:1F00:026D:* 惠山区钱桥彦宇小吃店
2409:8720:1F00:026E:* 惠山区钱桥甜蜜哆炸鸡店
2409:8720:1F00:026F:* 惠山区刘瑞峰烤鸭店
2409:8720:1F00:0270:* 惠山区洛社镇果客牛排店
2409:8720:1F00:0271:* 惠山区君味老餐饮店
2409:8720:1F00:0272:* 无锡市龙军电力电器设备有限公司
2409:8720:1F00:0273:* 惠山区钱桥宋德军米线店
2409:8720:1F00:0274:* 惠山区小档家餐饮店
2409:8720:1F00:0275:* 惠山区钱桥藕耶香酥鸭店
2409:8720:1F00:0276:* 惠山区钱桥啊娇肠粉店（个体工商户）
2409:8720:1F00:0277:* 中农新肥科技股份有限公司
2409:8720:1F00:0278:* 惠山区钱桥李飞虎牛肉汤店
2409:8720:1F00:0279:* 无锡市生辉机械制造有限公司
2409:8720:1F00:027A:* 惠山区洛社镇高屹明面馆
2409:8720:1F00:027B:* 滨湖区联有大食堂
2409:8720:1F00:027C:* 惠山区钱桥藕乐苑小吃店
2409:8720:1F00:027D:* 惠山区钱桥里脊馍小吃店
2409:8720:1F00:027E:* 惠山区钱桥味可及面店
2409:8720:1F00:027F:* 惠山区阳山镇念桐餐厅
2409:8720:1F00:0280:* 惠山区盛京牛一碗快餐店（个体工商户）
2409:8720:1F00:0281:* 惠山区发财鸡柳店（个体工商户）
2409:8720:1F00:0282:* 惠山区钱桥雷恩加尔汉堡店
2409:8720:1F00:0283:* 惠山区钱桥波乐堡汉堡店
2409:8720:1F00:0284:* 惠山区钱桥王美丽米粉店（个体工商户）
2409:8720:1F00:0285:* 惠山区钱桥锅味真火锅店
2409:8720:1F00:0286:* 惠山区钱桥欧来尚小吃店
2409:8720:1F00:0287:* 惠山区孙波餐饮店
2409:8720:1F00:0288:* 惠山区钱桥烫嘴捞麻辣烫店
2409:8720:1F00:0289:* 惠山区徽牛记自助火锅店（个体工商户）
2409:8720:1F00:028A:* 惠山区钱桥宝蛋豆麻辣香锅店
2409:8720:1F00:028B:* 无锡市腾达万向轴有限公司
2409:8720:1F00:028C:* 无锡庆新封头制造有限公司
2409:8720:1F00:028D:* 惠山区德云顺茶艺棋牌店（个体工商户）
2409:8720:1F00:028E:* 惠山区钱桥多好吃花甲店
2409:8720:1F00:028F:* 惠山区王怀昌潮汕鲜牛肉火锅店（个体工商户）
2409:8720:1F00:0290:* 惠山区钱桥徐晓东手擀面店
2409:8720:1F00:0291:* 惠山区钱桥运林黄焖鸡米饭店
2409:8720:1F00:0292:* 惠山区钱桥徐睢小吃店
2409:8720:1F00:0293:* 惠山区芝意浓小吃店
2409:8720:1F00:0297:* 惠山区钱桥伊楷家的小吃店
2409:8720:1F00:0298:* 惠山区钱桥子俊家常菜馆
2409:8720:1F00:0299:* 惠山区钱桥孙延林餐饮店
2409:8720:1F00:029A:* 惠山区钱桥马阿社兰州拉面店
2409:8720:1F00:029B:* 惠山区钱桥陈宏来粥店
2409:8720:1F00:029C:* 惠山区钱桥永业楼饭店
2409:8720:1F00:029D:* 惠山区钱桥锡旺烧烤店
2409:8720:1F00:029E:* 惠山区来送泉餐饮店
2409:8720:1F00:029F:* 惠山区众缘汇菜馆（个体工商户）
2409:8720:1F00:02A0:* 滨湖区宴遇时光餐饮店（个体工商户）
2409:8720:1F00:02A1:* 惠山区钱桥聚巴蜀火锅店
2409:8720:1F00:02A2:* 惠山区池春英小吃店（个体工商户）
2409:8720:1F00:02A3:* 惠山区臭薄宝小餐饮店（个体工商户）
2409:8720:1F00:02A4:* 惠山区红轩府烧鸡公火锅店（个体工商户）
2409:8720:1F00:02A5:* 惠山区钱桥幺妹儿米线店（个体工商户）
2409:8720:1F00:02A6:* 惠山区张新春潮汕卤猪脚饭店（个体工商户）
2409:8720:1F00:02A7:* 江苏天亿建设工程有限公司
2409:8720:1F00:02A8:* 江苏天亿建设工程有限公司
2409:8720:1F00:02A9:* 惠山区陈为英淮南牛肉汤店（个体工商户）
2409:8720:1F00:02AA:* 惠山区洛社镇春燕食品店
2409:8720:1F00:02AB:* 惠山区洛社镇一笼旺小吃店
2409:8720:1F00:02AC:* 惠山区吴启亮砂锅麻辣烫店（个体工商户）
2409:8720:1F00:02AD:* 无锡海达光能股份有限公司
2409:8720:1F00:02AE:* 惠山区洛社镇一念之粥餐饮店
2409:8720:1F00:02AF:* 无锡鼎亚电子材料有限公司
2409:8720:1F00:02B0:* 惠山区春丽纸上烤鱼店(个体工商户)
2409:8720:1F00:02C0:* 江苏富安投资集团有限公司
2409:8720:1F00:0300:* 上海品香食品有限公司
2409:8720:1F00:0301:* 锡山区东北塘加良快餐店
2409:8720:1F00:0302:* 江苏大运信息科技股份有限公司（尤旺地块配套工程及天澄社区天锦路、天锦路支路新建工程）
2409:8720:1F00:0303:* 惠山区西漳徐小烤烧烤店
2409:8720:1F00:0304:* 惠山区西漳高兰淮南牛肉汤店
2409:8720:1F00:0305:* 惠山区美菲成花甲店
2409:8720:1F00:0306:* 惠山区长安鲜丰营卤菜店
2409:8720:1F00:0307:* 惠山区叶常亮鱼头馆
2409:8720:1F00:0308:* 惠山区西漳买买瞧小吃店
2409:8720:1F00:0309:* 惠山区堰桥食里居小吃店
2409:8720:1F00:030A:* 惠山区西漳戴小马家凉皮店
2409:8720:1F00:030B:* 惠山区西漳粉村小巷米粉店
2409:8720:1F00:030C:* 惠山区西漳君成轩黄焖鸡米饭店
2409:8720:1F00:030D:* 惠山区西漳蒸有源小吃店
2409:8720:1F00:030E:* 惠山区西漳九号桌黄焖鸡米饭店
2409:8720:1F00:030F:* 惠山区西漳过客莱烩面馆
2409:8720:1F00:0310:* 惠山区西漳锡句叉烧饭店
2409:8720:1F00:0311:* 惠山区西漳曾玉荣小吃店
2409:8720:1F00:0312:* 惠山区西漳牛角尖小吃店
2409:8720:1F00:0313:* 惠山区西漳刘艮雪利海鲜店
2409:8720:1F00:0314:* 南通新华建筑集团有限公司(XDG-2022-8号地块开发建设项目)
2409:8720:1F00:0315:* 惠山区西漳铁牙古白红烧牛肉面店
2409:8720:1F00:0316:* 无锡东方汽车用品超市有限公司
2409:8720:1F00:0317:* 无锡西夏一品果木香羊餐饮有限公司天一分公司
2409:8720:1F00:0318:* 惠山区西漳馍小哥小吃店
2409:8720:1F00:0319:* 惠山区西漳海来美蛙肥肠鱼店
2409:8720:1F00:031A:* 惠山区西漳白丁小吃店
2409:8720:1F00:031B:* 惠山区西漳灵粮面饭馆
2409:8720:1F00:031C:* 惠山区孙浩麻辣烫店
2409:8720:1F00:031D:* 惠山区西漳谭玲容重庆小面店
2409:8720:1F00:031E:* 惠山区西漳米桂坊云南过桥米线店
2409:8720:1F00:031F:* 惠山区西漳李公子烧烤店
2409:8720:1F00:0320:* 惠山区西漳苏麦澜牛肉拉面店
2409:8720:1F00:0321:* 无锡顺天大件运输有限公司
2409:8720:1F00:0322:* 惠山区西漳米大姐凉皮店
2409:8720:1F00:0323:* 无锡金城职业学校
2409:8720:1F00:0324:* 无锡天承重钢工程有限公司
2409:8720:1F00:0325:* 无锡大华橡胶机械有限公司
2409:8720:1F00:0326:* 无锡元至壹品餐饮管理有限公司
2409:8720:1F00:0327:* 惠山区西漳风稀煲小吃店
2409:8720:1F00:0328:* 惠山区潮宜味餐饮店
2409:8720:1F00:0329:* 无锡市锡西电力安装有限公司
2409:8720:1F00:032A:* 惠山区西漳郭东升炒饭店
2409:8720:1F00:032B:* 江苏宏联环保科技有限公司
2409:8720:1F00:032C:* 惠山区西漳海鹏桥烤肉店
2409:8720:1F00:032D:* 无锡旺绿鸿纺织品有限公司
2409:8720:1F00:032E:* 无锡伍大旺餐饮有限公司
2409:8720:1F00:032F:* 惠山区西漳吴均昊杂粮煎饼店
2409:8720:1F00:0330:* 惠山区西漳林瑜洁寿司店
2409:8720:1F00:0331:* 无锡市昌弘不锈钢有限公司
2409:8720:1F00:0332:* 无锡市锡西电力安装有限公司
2409:8720:1F00:0333:* 惠山区西漳蓝城家常菜馆
